Customer type,Gender,Product line,Unit price,Quantity,Time,Payment,Gross margin ,Rating,Day,Month
Normal,Female,Food and beverages,74.66,4,10:39,Cash,4.761904762,8.5,4,3
Member,Male,Food and beverages,26.6,6,15:10,Ewallet,4.761904762,4.9,26,2
Normal,Female,Electronic accessories,25.45,1,18:10,Credit card,4.761904762,5.1,10,3
Normal,Female,Food and beverages,67.77,1,20:43,Credit card,4.761904762,6.5,4,2
Member,Male,Food and beverages,59.59,4,12:46,Cash,4.761904762,9.8,19,1
Normal,Male,Health and beauty,58.15,4,17:44,Cash,4.761904762,8.4,23,1
Member,Female,Sports and travel,97.48,9,14:19,Ewallet,4.761904762,7.4,14,3
Normal,Male,Health and beauty,99.96,7,10:33,Cash,4.761904762,6.1,23,1
Normal,Male,Electronic accessories,96.37,7,11:40,Cash,4.761904762,6,9,1
Normal,Female,Fashion accessories,63.71,5,19:30,Ewallet,4.761904762,8.5,7,2
Normal,Female,Health and beauty,14.76,2,14:42,Ewallet,4.761904762,4.3,18,2
Member,Male,Health and beauty,62,8,19:08,Credit card,4.761904762,6.2,3,1
Member,Male,Electronic accessories,82.34,10,19:12,Ewallet,4.761904762,4.3,29,3
Member,Male,Health and beauty,75.37,8,15:46,Credit card,4.761904762,8.4,28,1
Normal,Female,Food and beverages,56.56,5,19:06,Credit card,4.761904762,4.5,22,3
Normal,Female,Sports and travel,76.6,10,18:10,Ewallet,4.761904762,6,24,1
Normal,Male,Electronic accessories,58.03,2,20:46,Ewallet,4.761904762,8.8,10,3
Normal,Male,Fashion accessories,17.49,10,18:35,Ewallet,4.761904762,6.6,22,2
Member,Female,Electronic accessories,60.95,1,11:40,Ewallet,4.761904762,5.9,18,2
Normal,Male,Health and beauty,40.35,1,13:46,Ewallet,4.761904762,6.2,29,1
Normal,Female,Home and lifestyle,97.38,10,17:16,Ewallet,4.761904762,4.4,2,3
Member,Male,Food and beverages,31.84,1,13:22,Cash,4.761904762,7.7,9,2
Normal,Male,Home and lifestyle,65.82,1,15:33,Cash,4.761904762,4.1,22,2
Member,Female,Fashion accessories,88.34,7,13:28,Cash,4.761904762,6.6,18,2

